Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPR13J065S,22213 ,65 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,1.88 in / 47.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr13j065s,Mounted Bearing,22213,65 mm,Metric,QMPR13J065SB/QMPR13J065SC/QMPR13J065SEB/QMPR13J065SEC/QMPR13J065SEM/QMPR13J065SEN/QMPR13J065SEO/QMPR13J065SET/QMPR13J065SM/QMPR13J065SN/QMPR13J065SO/QMPR13J065ST,Eccentric,Four-Bolt Pillow Block,0883450089425/0883450089432/0883450089456/0883450089463/0883450089470/0883450089487/0883450089494/0883450089500/0883450157148/0883450157346/0883450251464/0883450251631,2.75 in/69.9 mm,5.8 in/147.3 mm,3.62 in/91.9 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.76 in/95.5 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPX13J065S,22213 ,65 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,2.63 in / 66.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx13j065s,Mounted Bearing,22213,65 mm,Metric,QMPX13J065SB/QMPX13J065SC/QMPX13J065SEB/QMPX13J065SEC/QMPX13J065SEM/QMPX13J065SEN/QMPX13J065SEO/QMPX13J065SET/QMPX13J065SM/QMPX13J065SN/QMPX13J065SO/QMPX13J065ST,Eccentric,Four-Bolt Pillow Block,0883450092722/0883450092739/0883450092753/0883450092760/0883450092777/0883450092784/0883450092791/0883450092807/0883450159357/0883450160087/0883450252645/0883450253062,3 in/76.2 mm,6.05 in/153.7 mm,3.62 in/91.9 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,1.24 in/31.5 mm,4.07 in/103.4 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPF15J211S,22215 ,2 11/16 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMPF15J211SB/QMPF15J211SC/QMPF15J211SEB/QMPF15J211SEC/QMPF15J211SEM/QMPF15J211SEN/QMPF15J211SEO/QMPF15J211SET/QMPF15J211SM/QMPF15J211SN/QMPF15J211SO/QMPF15J211ST,Eccentric,Four-Bolt Pillow Block,0883450083720/0883450083737/0883450083751/0883450083768/0883450083775/0883450083782/0883450083799/0883450083805/0883450155694/0883450156424/0883450250634/0883450251051,3.25 in/82.6 mm,6.6 in/167.6 mm,4.01 in/101.9 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,3.93 in/99.8 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPR15J211S,22215 ,2 11/16 in,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,2.13 in / 54.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMPR15J211SB/QMPR15J211SC/QMPR15J211SEB/QMPR15J211SEC/QMPR15J211SEM/QMPR15J211SEN/QMPR15J211SEO/QMPR15J211SET/QMPR15J211SM/QMPR15J211SN/QMPR15J211SO/QMPR15J211ST,Eccentric,Four-Bolt Pillow Block,0883450089920/0883450089937/0883450089951/0883450089968/0883450089975/0883450089982/0883450089999/0883450090001/0883450157155/0883450157353/0883450251471/0883450251648,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,4.06 in/103.1 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPX15J211S,22215 ,2 11/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMPX15J211SB/QMPX15J211SC/QMPX15J211SEB/QMPX15J211SEC/QMPX15J211SEM/QMPX15J211SEN/QMPX15J211SEO/QMPX15J211SET/QMPX15J211SM/QMPX15J211SN/QMPX15J211SO/QMPX15J211ST,Eccentric,Four-Bolt Pillow Block,0883450093224/0883450093231/0883450093255/0883450093262/0883450093279/0883450093286/0883450093293/0883450093309/0883450159364/0883450160094/0883450252652/0883450253079,3.5 in/88.9 mm,6.83 in/173.5 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,4.5 in/114.3 mm,2.37 in/60.2 mm,0.28 in/7.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPF15J212S,22215 ,2 3/4 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMPF15J212SB/QMPF15J212SC/QMPF15J212SEB/QMPF15J212SEC/QMPF15J212SEM/QMPF15J212SEN/QMPF15J212SEO/QMPF15J212SET/QMPF15J212SM/QMPF15J212SN/QMPF15J212SO/QMPF15J212ST,Eccentric,Four-Bolt Pillow Block,0883450083829/0883450083836/0883450083850/0883450083867/0883450083874/0883450083881/0883450083898/0883450083904/0883450155700/0883450156431/0883450250641/0883450251068,3.25 in/82.6 mm,6.6 in/167.6 mm,4.01 in/101.9 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,3.93 in/99.8 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPR15J212S,22215 ,2 3/4 in,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,2.13 in / 54.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMPR15J212SB/QMPR15J212SC/QMPR15J212SEB/QMPR15J212SEC/QMPR15J212SEM/QMPR15J212SEN/QMPR15J212SEO/QMPR15J212SET/QMPR15J212SM/QMPR15J212SN/QMPR15J212SO/QMPR15J212ST,Eccentric,Four-Bolt Pillow Block,0883450090025/0883450090032/0883450090056/0883450090063/0883450090070/0883450090087/0883450090094/0883450090100/0883450157162/0883450157360/0883450251488/0883450251655,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,4.06 in/103.1 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPX15J212S,22215 ,2 3/4 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMPX15J212SB/QMPX15J212SC/QMPX15J212SEB/QMPX15J212SEC/QMPX15J212SEM/QMPX15J212SEN/QMPX15J212SEO/QMPX15J212SET/QMPX15J212SM/QMPX15J212SN/QMPX15J212SO/QMPX15J212ST,Eccentric,Four-Bolt Pillow Block,0883450093323/0883450093330/0883450093354/0883450093361/0883450093378/0883450093385/0883450093392/0883450093408/0883450159371/0883450160100/0883450252669/0883450253086,3.5 in/88.9 mm,6.83 in/173.5 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,4.5 in/114.3 mm,2.37 in/60.2 mm,0.28 in/7.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPF15J070S,22215 ,70 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf15j070s,Mounted Bearing,22215,70 mm,Metric,QMPF15J070SB/QMPF15J070SC/QMPF15J070SEB/QMPF15J070SEC/QMPF15J070SEM/QMPF15J070SEN/QMPF15J070SEO/QMPF15J070SET/QMPF15J070SM/QMPF15J070SN/QMPF15J070SO/QMPF15J070ST,Eccentric,Four-Bolt Pillow Block,0883450083522/0883450083539/0883450083553/0883450083560/0883450083577/0883450083584/0883450083591/0883450083607/0883450155717/0883450156448/0883450250658/0883450251075,3.25 in/82.6 mm,6.6 in/167.6 mm,4.01 in/101.9 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,3.93 in/99.8 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPR15J070S,22215 ,70 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,2.13 in / 54.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr15j070s,Mounted Bearing,22215,70 mm,Metric,QMPR15J070SB/QMPR15J070SC/QMPR15J070SEB/QMPR15J070SEC/QMPR15J070SEM/QMPR15J070SEN/QMPR15J070SEO/QMPR15J070SET/QMPR15J070SM/QMPR15J070SN/QMPR15J070SO/QMPR15J070ST,Eccentric,Four-Bolt Pillow Block,0883450089722/0883450089739/0883450089753/0883450089760/0883450089777/0883450089784/0883450089791/0883450089807/0883450157179/0883450157377/0883450251495/0883450251662,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,4.06 in/103.1 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPX15J070S,22215 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx15j070s,Mounted Bearing,22215,70 mm,Metric,QMPX15J070SB/QMPX15J070SC/QMPX15J070SEB/QMPX15J070SEC/QMPX15J070SEM/QMPX15J070SEN/QMPX15J070SEO/QMPX15J070SET/QMPX15J070SM/QMPX15J070SN/QMPX15J070SO/QMPX15J070ST,Eccentric,Four-Bolt Pillow Block,0883450093026/0883450093033/0883450093057/0883450093064/0883450093071/0883450093088/0883450093095/0883450093101/0883450159388/0883450160117/0883450252676/0883450253093,3.5 in/88.9 mm,6.83 in/173.5 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,4.5 in/114.3 mm,2.37 in/60.2 mm,0.28 in/7.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPF15J215S,22215 ,2 15/16 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMPF15J215SB/QMPF15J215SC/QMPF15J215SEB/QMPF15J215SEC/QMPF15J215SEM/QMPF15J215SEN/QMPF15J215SEO/QMPF15J215SET/QMPF15J215SM/QMPF15J215SMNP/QMPF15J215SN/QMPF15J215SO/QMPF15J215ST,Eccentric,Four-Bolt Pillow Block,0883450083928/0883450083935/0883450083959/0883450083966/0883450083973/0883450083980/0883450083997/0883450084000/0883450155724/0883450156455/0883450250665/0883450251082/0883450454537,3.25 in/82.6 mm,6.6 in/167.6 mm,4.01 in/101.9 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,3.93 in/99.8 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPR15J215S,22215 ,2 15/16 in,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,2.13 in / 54.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMPR15J215SB/QMPR15J215SC/QMPR15J215SEB/QMPR15J215SEC/QMPR15J215SEM/QMPR15J215SEN/QMPR15J215SEO/QMPR15J215SET/QMPR15J215SM/QMPR15J215SN/QMPR15J215SO/QMPR15J215ST,Eccentric,Four-Bolt Pillow Block,0883450090124/0883450090131/0883450090155/0883450090162/0883450090179/0883450090186/0883450090193/0883450090209/0883450157186/0883450157384/0883450251501/0883450251679,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,4.06 in/103.1 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPX15J215S,22215 ,2 15/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx15j215s,Mounted Bearing,22215,2 15/16 in,Imperial,QMPX15J215SB/QMPX15J215SC/QMPX15J215SEB/QMPX15J215SEC/QMPX15J215SEM/QMPX15J215SEN/QMPX15J215SEO/QMPX15J215SET/QMPX15J215SM/QMPX15J215SN/QMPX15J215SO/QMPX15J215ST,Eccentric,Four-Bolt Pillow Block,0883450093422/0883450093439/0883450093453/0883450093460/0883450093477/0883450093484/0883450093491/0883450093507/0883450159395/0883450160124/0883450252683/0883450253109,3.5 in/88.9 mm,6.83 in/173.5 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,4.5 in/114.3 mm,2.37 in/60.2 mm,0.28 in/7.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPF15J075S,22215 ,75 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf15j075s,Mounted Bearing,22215,75 mm,Metric,QMPF15J075SB/QMPF15J075SC/QMPF15J075SEB/QMPF15J075SEC/QMPF15J075SEM/QMPF15J075SEN/QMPF15J075SEO/QMPF15J075SET/QMPF15J075SM/QMPF15J075SMNP/QMPF15J075SN/QMPF15J075SO/QMPF15J075ST,Eccentric,Four-Bolt Pillow Block,0883450083621/0883450083638/0883450083652/0883450083669/0883450083676/0883450083683/0883450083690/0883450083706/0883450155748/0883450156479/0883450250689/0883450251105/0883450510486,3.25 in/82.6 mm,6.6 in/167.6 mm,4.01 in/101.9 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,1-1/4 in/31.8 mm,3.93 in/99.8 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPR18J307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,2.38 in / 60.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr18j307s,Mounted Bearing,22218,3 7/16 in,Imperial,QMPR18J307SB/QMPR18J307SC/QMPR18J307SEB/QMPR18J307SEC/QMPR18J307SEM/QMPR18J307SEN/QMPR18J307SEO/QMPR18J307SET/QMPR18J307SM/QMPR18J307SN/QMPR18J307SO/QMPR18J307ST,Eccentric,Four-Bolt Pillow Block,0883450090728/0883450090735/0883450090759/0883450090766/0883450090773/0883450090780/0883450090797/0883450090803/0883450157254/0883450157452/0883450251570/0883450251747,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,1.44 in/36.6 mm,4.46 in/113.3 mm,2.59 in/65.8 mm,0.32 in/8.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPX18J307S,22218 ,3 7/16 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,3 in / 76.2 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx18j307s,Mounted Bearing,22218,3 7/16 in,Imperial,QMPX18J307SB/QMPX18J307SC/QMPX18J307SEB/QMPX18J307SEC/QMPX18J307SEM/QMPX18J307SEN/QMPX18J307SEO/QMPX18J307SET/QMPX18J307SM/QMPX18J307SN/QMPX18J307SO/QMPX18J307ST,Eccentric,Four-Bolt Pillow Block,0883450094023/0883450094030/0883450094054/0883450094061/0883450094078/0883450094085/0883450094092/0883450094108/0883450159463/0883450160193/0883450252751/0883450253178,4 in/101.6 mm,7.92 in/201.2 mm,4.76 in/120.9 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.44 in/36.6 mm,4.96 in/126 mm,2.59 in/65.8 mm,0.32 in/8.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPF18J308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,2 in / 50.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,QMPF18J308SB/QMPF18J308SC/QMPF18J308SEB/QMPF18J308SEC/QMPF18J308SEM/QMPF18J308SEN/QMPF18J308SEO/QMPF18J308SET/QMPF18J308SM/QMPF18J308SN/QMPF18J308SO/QMPF18J308ST,Eccentric,Four-Bolt Pillow Block,0883450084628/0883450084635/0883450084659/0883450084666/0883450084673/0883450084680/0883450084697/0883450084703/0883450155809/0883450156530/0883450250740/0883450251167,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,1.44 in/36.6 mm,4.46 in/113.3 mm,2.59 in/65.8 mm,0.32 in/8.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
